Name
matricaria_recutita
cladonia
parapholis_strigosa
juncus_subnodulosus
sphagnum_riparium
sanicula_europaea
carex_vesicaria
teesdalia_nudicaulis
cicuta_virosa
bromopsis
salix_fragilis_x_pentandra
lycopus_europaeus
euphrasia_micrantha_var_micrantha
brassica
potamogeton_polygonifolius
vicia_sativa_ssp_segetalis
juncus_tenuis
salix_fragilis_x_triandra
veronica_arvensis
campyliadelphus_elodes
campanula_persicifolia
lichenes_sp
carex_pseudocyperus
cardamine_pratensis
poa_trivialis
cytisus_scoparius_ssp_scoparius_f_horizontalis
salix_hastata_ssp_vegeta
urtica_dioica
crataegus_monogyna
sinapis_arvensis
